state_name,city_name,category,description,latitude,longitude,best_time_to_visit,popular_months,tourist_rating,risk_index,photos,top_attractions,Visitors_2020,Visitors_2021,Visitors_2022,Visitors_2023,Visitors_2024,Visitors_2025,flood_risk,landslide_risk,earthquake_zone,crime_rate,accident_rate,health_alerts,safety_suggestions,cyclone_risk,drought_risk,forest_fire_risk
Gujarat,Saputara,Hill Station,Gujarat’s only hill station known for cool climate and green hills. It is a perfect retreat from the plains.,20.5792,73.7495,October - February,"November,December,January",4.6,0.25,"saputara1.jpg,saputara2.jpg","[{""name"": ""Sunset Point"", ""description"": ""Famous viewpoint for watching the sun set over the surrounding Sahyadri mountain ranges.""},{""name"": ""Saputara Lake"", ""description"": ""Scenic lake offering boating and picnic spots, surrounded by lush green landscapes perfect for nature lovers.""}]",232721,72803,71712,182787,174667,278346,1,3,3,5.4,0.65,1,3,2,1,3
Gujarat,Vadodara,Heritage,City known for Laxmi Vilas Palace and cultural festivals. It is a significant center for the state's cultural life.,22.3072,73.1812,November - February,"December,January,February",4.5,0.23,"vadodara1.jpg,vadodara2.jpg","[{""name"": ""Laxmi Vilas Palace"", ""description"": ""One of the grandest private residences in India, four times the size of Buckingham Palace, showcasing Indo-Saracenic architecture.""},{""name"": ""Sayaji Garden"", ""description"": ""Large public garden with zoo and planetarium, established by the Maharaja Sayajirao University area, a popular recreation spot.""}]",215682,213554,300807,134168,135450,81193,3,1,5,5.5,3.64,3,4,2,2,1
Gujarat,Statue of Unity,Historical,"World's tallest statue, dedicated to Sardar Vallabhbhai Patel, a towering symbol of national integration.",21.838,73.7191,October - March,"November,December,January",4.9,0.19,"unity1.jpg,unity2.jpg","[{""name"": ""Statue of Unity"", ""description"": ""182-metre tall statue, tallest in the world, offering observation decks for stunning views of the Narmada River and Sardar Sarovar Dam.""},{""name"": ""Valley of Flowers"", ""description"": ""Beautiful garden surrounding the statue complex, featuring varied flora and walking paths for visitors to explore.""}]",191130,218415,248529,171353,248386,281401,3,1,5,3.46,1.84,0,2,2,2,1
Gujarat,Bhuj,Culture,Historic town near Rann of Kutch known for handicrafts and palaces. It has a rich Kutchhi heritage.,23.2419,69.6669,November - February,"December,January,February",4.7,0.2,"bhuj1.jpg,bhuj2.jpg","[{""name"": ""Aina Mahal"", ""description"": ""18th-century palace known for mirror work and art, reflecting a blend of Indian and European styles.""},{""name"": ""Bhujodi Village"", ""description"": ""Craft village famous for handwoven textiles and embroidery, where visitors can meet artisans directly.""}]",124637,134346,221516,300313,134544,243736,2,1,5,6.89,4.66,3,2,2,2,3
Gujarat,Rann of Kutch,Culture,Salt desert famous for white sands and cultural festivals.,23.7333,69.6667,November - February,"November,December,January,February",4.7,0.09,,"[{""name"": ""White Rann"", ""description"": ""Salt marsh desert, an immense, stark white landscape that stretches as far as the eye can see.""}]",259105,52789,167769,311031,219672,314206,1,2,2,2.81,4.87,0,3,3,2,1
Haryana,Gurugram,Urban,"Modern tech hub with malls, corporate offices, and nightlife. It serves as a major financial and technology center.",28.4595,77.0266,October - March,"October,November,December,January,February,March",4.4,0.16,,"[{""name"": ""Kingdom of Dreams"", ""description"": ""India's first live entertainment and leisure destination, hosting spectacular theatrical shows and cultural events.""}]",120194,106208,76572,106947,353780,324566,2,2,5,3.77,4.75,2,3,3,2,1
Haryana,Faridabad,Urban,Industrial city known for Surajkund Mela and crafts. It's a significant industrial center in the National Capital Region.,28.4089,77.3178,October - March,"October,November,December,January,February,March",4.3,0.15,,"[{""name"": ""Surajkund Lake Complex"", ""description"": ""Venue for the famous Surajkund International Crafts Mela, showcasing the finest handlooms and handicrafts from across India.""}]",126917,208617,247349,281618,192049,143656,2,3,3,4.48,2.63,0,4,2,1,2
Haryana,Kurukshetra,Religious,Historic town where the Mahabharata war took place. It is a major pilgrimage site for Hindus.,29.9695,76.8783,October - March,"October,November,December,January,February,March",4.7,0.11,,"[{""name"": ""Brahma Sarovar"", ""description"": ""Ancient water tank believed to be created by Lord Brahma, where devotees take holy dips during solar eclipses.""}]",114200,299998,212324,177791,214160,196520,2,3,5,5.05,4.38,2,2,1,2,2
Haryana,Panipat,Heritage,City of historic battles and handloom industry. Known as the 'City of Weavers' for its textile trade.,29.3909,76.9635,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Panipat Museum"", ""description"": ""Showcases artifacts from the three historic battles of Panipat, along with historical costumes and textiles.""}]",155848,202666,138864,260680,234393,150336,2,3,5,3.2,4.3,3,2,3,2,2
Haryana,Panchkula,Nature,Scenic city near Chandigarh with gardens and hills. It is a well-planned satellite city.,30.6942,76.8606,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Morni Hills"", ""description"": ""Hill station known for trekking and lake views, featuring Tikkar Taal Lake as a major attraction.""}]",156022,108031,318690,66483,202188,265032,2,2,3,2.3,1.94,2,2,1,1,2
Haryana,Hisar,Heritage,Known for ancient sites and agricultural research. It holds significance from the time of the Mughal Empire.,29.1492,75.7217,October - March,"October,November,December,January,February,March",4.3,0.15,,"[{""name"": ""Firoz Shah Palace Complex"", ""description"": ""Historical monument built by Firoz Shah Tughlaq, featuring the majestic Lat Ki Masjid (Mosque of the Pillar).""}]",227691,138014,284322,128620,322560,347178,2,2,5,5.77,4.23,3,2,3,2,1
Haryana,Karnal,Heritage,City known for Mughal-era forts and agriculture research. It's considered the 'Rice Bowl of India'.,29.6857,76.9905,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Karna Lake"", ""description"": ""Scenic lake named after the Mahabharata warrior Karna, offering boating and a peaceful environment.""}]",198226,104839,58019,288839,211386,317111,2,3,3,3.52,0.67,1,2,2,1,3
Haryana,Rewari,Heritage,Known for Rewari Railway Heritage Museum and traditional sweets. It has a strong tradition of military service.,28.1989,76.6173,October - March,"October,November,December,January,February,March",4.2,0.14,,"[{""name"": ""Rewari Steam Loco Shed"", ""description"": ""India’s only functional steam engine shed, a fascinating site for railway enthusiasts.""}]",200611,114085,115767,210738,93876,114322,1,3,5,5.57,3.18,1,1,3,1,1
Haryana,Sultanpur Bird Sanctuary,Nature,Popular bird-watching spot near Gurugram. It's a designated National Park for migratory avian species.,28.462,76.893,November - February,"November,December,January,February",4.6,0.1,,"[{""name"": ""Sultanpur National Park"", ""description"": ""Habitat for migratory birds like flamingos and pelicans, a crucial stopover point on the Central Asian Flyway.""}]",110058,280501,59252,258600,343845,173796,3,2,3,2.58,1.54,1,3,2,3,1
Haryana,Chandigarh,Capital,"Planned city famous for architecture and gardens, designed by the Swiss-French architect Le Corbusier.",30.7333,76.7794,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Rock Garden"", ""description"": ""Unique sculpture garden made from waste materials, created entirely by Nek Chand, a self-taught artist.""}]",112068,111953,234648,143291,131733,252731,2,3,5,4.87,1.04,2,1,3,3,1
Haryana,Sukhna Lake,Lake,"Man-made lake and recreation spot in Chandigarh, nestled at the foothills of the Shivalik Range.",30.7421,76.8188,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Sukhna Lake"", ""description"": ""Boating and leisure area at foothills of Shivalik, serving as a natural habitat for migratory birds.""}]",258385,81700,248375,217749,114999,187471,2,1,5,5.23,0.85,1,2,2,3,2
Himachal Pradesh,Shimla,Hill Station,Popular hill station and former summer capital of British India.,31.1048,77.1734,March - June,"March,April,May,June",4.6,0.14,,"[{""name"": ""The Ridge"", ""description"": ""Town center and gathering place, offering spectacular views of the surrounding mountains and hosting important summer festivals.""}]",149932,134234,196549,266392,87150,367117,2,2,2,1.86,3.63,0,4,2,3,2
Himachal Pradesh,Shimla,Hill Station,Popular hill station and former summer capital.,31.1048,77.1734,March - June,"March,April,May,June",4.6,0.14,,"[{""name"": ""The Ridge"", ""description"": ""Town center and gathering place, offering spectacular views of the surrounding mountains and hosting important summer festivals.""}]",211445,180836,133489,112535,98505,339122,2,3,2,3.86,2.03,3,4,2,2,2
Himachal Pradesh,Manali,Hill Station,Famous for snow-clad mountains and adventure sports.,32.2396,77.1887,April - June,"April,May,June,September,October",4.7,0.13,,"[{""name"": ""Rohtang Pass"", ""description"": ""Snow-capped mountain pass connecting the Kullu Valley with the Lahaul and Spiti valleys, famous for its breathtaking vistas.""}]",214226,63528,111511,201888,312866,117423,2,2,5,2.44,3.76,3,2,2,3,3
Himachal Pradesh,Dharamshala,Spiritual,Home of the Dalai Lama and center of Tibetan culture in exile.,32.219,76.3234,March - June,"March,April,May,September,October",4.5,0.12,,"[{""name"": ""Dalai Lama Temple"", ""description"": ""Center of Tibetan Buddhism, officially known as the Tsuglagkhang Complex, a vibrant spiritual hub.""}]",187103,141499,180836,324939,266686,99181,2,1,5,1.94,0.79,0,2,1,1,1
Himachal Pradesh,Dalhousie,Hill Station,British colonial hill town with Victorian architecture.,32.5378,75.9753,March - June,"March,April,May,September",4.4,0.13,,"[{""name"": ""St. John’s Church"", ""description"": ""One of the oldest churches in the area, featuring beautiful stained glass windows that are quite impressive.""}]",274605,228950,328407,81305,184724,284231,3,2,4,8.43,1.92,2,4,2,2,3
Himachal Pradesh,Kullu,Valley,Valley known for scenic views and festivals.,31.9595,77.1099,March - June,"March,April,May,September,October",4.3,0.14,,"[{""name"": ""Great Himalayan National Park"", ""description"": ""Biodiverse national park, a UNESCO World Heritage Site, offering pristine Himalayan wilderness and trekking routes.""}]",253047,185260,192034,253616,302835,200133,3,2,3,3.76,2.93,2,1,1,3,2
Himachal Pradesh,Spiti Valley,Adventure,"High-altitude cold desert, famous for trekking and ancient monasteries. Access is often restricted by snow.",32.2252,78.081,May - October,"May,June,July,August,September,October",4.6,0.2,,"[{""name"": ""Ki Monastery"", ""description"": ""One of the largest monasteries in Spiti, an iconic Tibetan Buddhist gompa perched on a conical hill.""}]",72785,64669,232306,256936,295650,214832,2,2,4,7.17,4.06,3,1,1,1,3
Himachal Pradesh,Chamba,Heritage,Known for ancient temples and scenic views. It's an ancient town nestled in the Ravi River valley.,32.5533,76.145,April - June,"April,May,June,September,October",4.2,0.15,,"[{""name"": ""Lakshmi Narayan Temple"", ""description"": ""Iconic temple of the region, built by the ancient rulers of Chamba, featuring unique stone carvings.""}]",260000,201555,144131,164829,151633,341796,3,2,2,3.28,1.93,1,2,2,2,1
Himachal Pradesh,Kasol,Hill Station,Popular backpacker hotspot at the Parvati Valley.,32.0226,77.3257,March - June,"March,April,May,September,October",4.5,0.12,,"[{""name"": ""Parvati River"", ""description"": ""Scenic river and trekking base, known for its clear, cold waters flowing through the lush Parvati Valley.""}]",299768,203634,157931,316699,165874,352087,1,1,2,6.27,3.32,2,1,1,2,1
Himachal Pradesh,McLeod Ganj,Spiritual,Seat of Tibetan government in exile and Dalai Lama residence. It's a suburb of Dharamshala.,32.2396,76.3214,March - June,"March,April,May,September,October",4.7,0.11,,"[{""name"": ""Dalai Lama Temple"", ""description"": ""Spiritual center, officially the Tsuglagkhang Complex, where Buddhist teachings and rituals are openly practiced.""}]",209741,122455,221670,303146,222226,148957,2,2,2,6.82,4.49,2,4,3,3,2
Himachal Pradesh,Solang Valley,Adventure,Adventure sports hub offering skiing and paragliding. It's a gateway to Rohtang Pass.,32.2722,77.15,December - March,"December,January,February,March",4.6,0.19,,"[{""name"": ""Solang Valley"", ""description"": ""Adventure sports center offering seasonal activities like skiing in winter and paragliding during warmer months.""}]",144475,262469,88474,224182,168318,286166,1,2,2,5.67,3.27,0,1,2,2,2
Jharkhand,Ranchi,Urban,"Capital city, famous for numerous waterfalls and its pleasant climate. Known as the 'City of Waterfalls'. The city offers a great mix of nature and urban life.",23.3441,85.3096,October - March,"October,November,December,January,February,March",4.2,0.18,,"[{""name"": ""Rock Garden"", ""description"": ""Scenic garden with sculptures carved from the rocks of Gonda Hill and offering a beautiful view of Kanke Dam, a testament to creative reuse of natural material.""},{""name"": ""Jagannath Temple"", ""description"": ""A spectacular replica of the Puri Jagannath Temple, perched atop a hill, known for its annual Rath Yatra festival and distinct architecture.""}]",298226,224557,218878,277595,177261,184257,1,3,5,4.8,1.55,0,2,1,1,3
Jharkhand,Netarhat,Hill Station,Known for beautiful sunrise and sunset points. It's often called the 'Mini Shimla' of Jharkhand.,23.4837,84.2658,October - March,"October,November,December,January,February,March",4.6,0.12,,"[{""name"": ""Netarhat Hills"", ""description"": ""Panoramic views of hills, famous for the captivating sunrise point overlooking the valleys.""}]",52282,200377,87269,334802,132852,124122,2,2,2,4.38,0.61,1,4,2,2,2
Jharkhand,Betla National Park,Wildlife,Tiger reserve in Palamu district.,23.8752,84.1985,November - February,"November,December,January,February",4.4,0.2,,"[{""name"": ""Betla NP"", ""description"": ""Wildlife sanctuary, one of the first parks in India to declare the Tiger as its prime protected species alongside elephants and leopards.""}]",215696,178873,100091,315974,330597,285366,3,3,5,3.94,4.42,2,1,2,1,2
Jharkhand,Deoghar,Religious,Home to Baidyanath Jyotirlinga temple. It is one of the twelve Jyotirlingas in India.,24.4858,86.6955,November - February,"November,December,January,February",4.7,0.1,,"[{""name"": ""Baidyanath Temple"", ""description"": ""Prominent pilgrimage site, forming part of the holy Hindu pilgrimage circuit known as the Baba Baidyanath Dham.""}]",229510,280589,115885,232329,173851,118677,1,1,5,8.01,0.6,2,3,2,2,1
Jharkhand,Patratu Valley,Nature,Scenic green valley famous for its dam. The winding roads and reservoir offer stunning photographic opportunities.,23.8815,85.2793,October - March,"October,November,December,January,February,March",4.2,0.14,,"[{""name"": ""Patratu Dam"", ""description"": ""Scenic valley and lake, its reservoir provides water to the region and is framed by picturesque hills.""}]",270972,97363,131517,244521,297751,66816,2,1,2,7.31,4.44,0,4,1,3,2
Jharkhand,Dassam Falls,Waterfall,Picturesque waterfall near Ranchi. The water plunges over 140 feet in several tiers.,22.5398,85.4367,October - February,"October,November,December,January,February",4.5,0.13,,"[{""name"": ""Dassam Falls"", ""description"": ""Scenic waterfall, named after the ten falls (Das means ten) it cascades through, a thrilling sight during the dry season.""}]",117534,134894,328158,130355,97138,191013,1,1,2,8.26,2.88,2,4,3,1,2
Jharkhand,Hundru Falls,Waterfall,Tall waterfall amidst forests. It's a popular picnic spot near the city.,23.4017,85.4253,October - February,"October,November,December,January,February",4.5,0.13,,"[{""name"": ""Hundru Falls"", ""description"": ""Waterfall and picnic spot, with water dropping about 320 feet, creating a roaring spectacle.""}]",212777,60971,112150,302751,244342,131168,1,1,3,2.37,4.73,3,3,3,2,1
Jharkhand,Giridih,Urban,Known for Parasnath Hills and Jain temples. It is a significant religious center for Jains.,24.1867,86.2894,October - March,"October,November,December,January,February,March",4.0,0.2,,"[{""name"": ""Parasnath Hills"", ""description"": ""Jain pilgrimage center, where twenty of the twenty-four Tirthankaras attained salvation.""}]",219316,175269,122364,260012,315544,215548,1,3,4,6.62,4.09,0,3,1,2,1
Jharkhand,Jamshedpur,Urban,"Industrial city with beautiful, well-maintained parks and lakes, famously known as the 'Steel City' of India. It's India's first planned industrial city.",22.8046,86.2029,October - February,"October,November,December,January,February",4.2,0.22,,"[{""name"": ""Jubilee Park"", ""description"": ""A sprawling, 225-acre garden and amusement center, gifted by Tata Steel, often compared to the Vrindavan Gardens, featuring fountains and a zoo.""},{""name"": ""Dimna Lake"", ""description"": ""An artificial reservoir nestled at the foothills of the Dalma Hills, popular for boating and serene picnics, serving as a main water source for the city.""}]",124964,197785,221281,173387,141763,280552,1,2,2,8.07,4.99,1,4,2,2,3
Haryana,Sukhna Lake,Lake,Man-made lake and recreation spot in Chandigarh.,30.7421,76.8188,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Sukhna Lake"", ""description"": ""Boating and leisure area at foothills of Shivalik.""}]",218509,233343,205949,262255,193849,356255,3,1,3,2.77,2.08,0,3,1,1,2
Karnataka,Bengaluru,Capital,IT hub and garden city.,12.9716,77.5946,October - February,"October,November,December,January,February",4.4,0.25,,"[{""name"": ""Lalbagh"", ""description"": ""Historic botanical garden.""}]",258944,64459,106267,300897,357546,72910,1,2,3,1.97,3.95,2,2,1,1,1
Karnataka,Mysuru,Heritage,City of palaces and culture.,12.2958,76.6394,October - February,"October,November,December,January,February",4.6,0.21,,"[{""name"": ""Mysore Palace"", ""description"": ""Royal heritage palace.""}]",255950,164589,236014,162727,294829,81917,1,3,4,6.69,2.31,1,2,1,1,3
Karnataka,Hampi,Heritage,"UNESCO World Heritage site, ruins of Vijayanagar.",15.335,76.46,October - March,"October,November,December,January,February,March",4.8,0.1,,"[{""name"": ""Vittala Temple"", ""description"": ""Iconic stone chariot temple.""}]",169006,211263,323692,188534,134210,169100,1,3,5,5.52,2.66,0,2,2,3,3
Karnataka,Kodagu,Nature,Hill station famous for coffee plantations (Also known as Coorg).,12.3375,75.8069,October - March,"October,November,December,January,February,March",4.7,0.13,,"[{""name"": ""Abbey Falls"", ""description"": ""Scenic waterfalls.""}]",286440,151991,260414,183827,331050,332496,3,3,2,7.39,3.32,3,4,1,3,2
Karnataka,Chikmagalur,Nature,Coffee land of Karnataka.,13.3161,75.772,September - March,"September,October,November,December,January,February,March",4.6,0.14,,"[{""name"": ""Mullayanagiri"", ""description"": ""Highest peak of Karnataka.""}]",254054,132267,222238,109359,339516,107900,1,1,4,2.48,4.43,3,3,2,1,2
Karnataka,Gokarna,Beach,Laid-back beach destination.,14.551,74.32,October - March,"October,November,December,January,February,March",4.5,0.2,,"[{""name"": ""Om Beach"", ""description"": ""Popular beach for relaxation.""}]",100583,205915,254315,224643,92388,123962,1,2,2,7.07,4.93,0,3,1,2,3
Karnataka,Badami,Heritage,Historic town renowned for cave temples.,15.9146,75.6768,October - March,"October,November,December,January,February,March",4.3,0.18,,"[{""name"": ""Cave Temples"", ""description"": ""Rock-cut architecture.""}]",88392,245068,113157,243776,236718,188182,3,2,3,2.91,3.96,3,1,3,3,1
Karnataka,Udupi,Religious,Famous temple town and Upanishad center.,13.3389,74.7461,October - March,"October,November,December,January,February,March",4.5,0.16,,"[{""name"": ""Sri Krishna Temple"", ""description"": ""Ancient Hindu temple.""}]",57461,288529,261380,75351,96130,162751,3,2,3,2.65,2.38,3,1,1,1,3
Karnataka,Jog Falls,Waterfall,Highest waterfall in Karnataka.,14.2222,74.7464,August - January,"August,September,October,November,December,January",4.6,0.15,,"[{""name"": ""Jog Falls"", ""description"": ""Spectacular cascade.""}]",150123,133417,125521,129297,216427,355591,3,3,5,2.65,2.4,3,3,1,2,2
Karnataka,Bijapur,Heritage,City with Islamic architecture and Gol Gumbaz.,16.8302,75.71,October - March,"October,November,December,January,February,March",4.2,0.17,,"[{""name"": ""Gol Gumbaz"", ""description"": ""Largest dome in India.""}]",60516,74845,258088,262361,240366,73300,1,1,3,7.2,3.82,1,3,3,3,1
Karnataka,Halebidu,Heritage,Hoysala capital known for intricate temple carvings.,13.2167,75.9833,October - March,"October,November,December,January,February,March",4.7,0.12,,"[{""name"": ""Hoysaleswara Temple"", ""description"": ""Magnificent Hoysala architecture.""}]",260357,109398,222208,80489,353554,351655,3,3,3,6.16,1.57,3,3,2,2,1
Karnataka,Belur,Heritage,Renowned for the Chennakesava Temple of Hoysala era.,13.1656,75.8653,October - March,"October,November,December,January,February,March",4.7,0.12,,"[{""name"": ""Chennakesava Temple"", ""description"": ""Exquisite stone carvings and sculptures.""}]",198586,103436,183584,69891,315362,340161,3,3,4,5.16,1.0,3,4,2,2,3
Karnataka,Shravanabelagola,Religious,Jain pilgrimage center with giant Bahubali statue.,12.8572,76.4878,October - March,"October,November,December,January,February,March",4.6,0.13,,"[{""name"": ""Gommateshwara Statue"", ""description"": ""57-foot monolithic statue of Bahubali.""}]",171251,180720,59868,297703,213759,263901,1,2,2,4.01,2.1,3,3,1,2,2
Karnataka,Chitradurga,Heritage,Fort city known for historical ruins and windmills.,14.2226,76.4003,October - February,"October,November,December,January,February",4.3,0.19,,"[{""name"": ""Chitradurga Fort"", ""description"": ""Massive hill fort with seven concentric walls.""}]",282034,61535,296902,155244,258698,233362,3,3,2,7.64,1.79,1,1,3,2,3
Karnataka,Sakleshpur,Hill Station,Serene hill town surrounded by coffee estates.,12.9436,75.7849,October - March,"October,November,December,January,February,March",4.5,0.16,,"[{""name"": ""Manjarabad Fort"", ""description"": ""Star-shaped fort built by Tipu Sultan.""}]",217340,157833,321076,278670,61567,354515,1,2,4,4.25,1.83,0,4,2,3,3
Karnataka,Dandeli,Adventure,Famous for river rafting and wildlife sanctuary.,15.2667,74.6167,October - March,"October,November,December,January,February,March",4.6,0.15,,"[{""name"": ""Dandeli Wildlife Sanctuary"", ""description"": ""Known for hornbills and adventure sports.""}]",271558,191575,85366,227406,64618,296406,2,1,5,7.22,1.55,2,3,1,3,3
Karnataka,Murudeshwar,Religious,Coastal town with world’s second tallest Shiva statue.,14.0943,74.4897,November - March,"November,December,January,February,March",4.7,0.14,,"[{""name"": ""Murudeshwar Temple"", ""description"": ""Famous for its massive Shiva statue.""}]",281496,260091,251794,198729,74832,228740,3,2,2,4.57,0.69,3,1,3,3,1
Karnataka,Nandi Hills,Scenic,Popular sunrise viewpoint near Bengaluru.,13.3701,77.6835,September - February,"September,October,November,December,January,February",4.5,0.18,,"[{""name"": ""Nandi Fort"", ""description"": ""Ancient hill fortress with panoramic views.""}]",217860,73300,85966,239347,193286,117421,2,1,3,4.14,0.58,0,4,2,1,1
Karnataka,Agumbe,Nature,Rainforest area known as the 'Cherrapunji of the South'.,13.494,75.0916,October - February,"October,November,December,January,February",4.6,0.11,,"[{""name"": ""Sunset Point"", ""description"": ""Famous for breathtaking Western Ghats sunset view.""}]",256821,314385,286412,215838,173720,313495,1,2,2,4.74,4.94,3,3,2,3,2
Karnataka,Gadag,Heritage,City known for ancient temples and architecture.,15.431,75.639,October - March,"October,November,December,January,February,March",4.2,0.2,,"[{""name"": ""Trikuteshwara Temple"", ""description"": ""Chalukya-era temple dedicated to Lord Shiva.""}]",242121,215663,67438,325022,272246,241598,3,3,3,3.61,2.42,1,3,3,2,2
Kerala,Kochi,Urban,"Port city known for colonial architecture, spices, and fishing nets.",9.9312,76.2673,October - March,"October,November,December,January,February,March",4.5,0.15,,"[{""name"": ""Fort Kochi"", ""description"": ""Colonial-era town and beach.""}]",112493,96462,319938,66027,261642,308557,1,3,5,6.73,2.23,0,3,3,3,3
Kerala,Munnar,Hill Station,"Tea-growing region, rolling hills and cool climate.",10.0889,77.0595,September - March,"September,October,November,December,January,February,March",4.7,0.13,,"[{""name"": ""Tea Gardens"", ""description"": ""Expansive tea plantations.""}]",86027,87102,267953,310227,125196,267555,2,1,4,5.02,3.56,1,4,3,2,3
Kerala,Alleppey,Backwaters,Known for its backwater cruises and houseboats.,9.4981,76.3388,November - February,"November,December,January,February",4.7,0.11,,"[{""name"": ""Backwaters"", ""description"": ""Houseboat and canoe rides.""}]",143547,116957,249417,340443,122048,239838,1,1,2,3.13,1.48,3,1,3,1,3
Kerala,Thekkady,Wildlife,Famous for Periyar Wildlife Sanctuary and spice plantations.,9.5312,77.1616,September - April,"September,October,November,December,January,February,March,April",4.6,0.14,,"[{""name"": ""Periyar Lake"", ""description"": ""Wildlife boat rides.""}]",223921,305890,154336,258699,82426,315200,3,1,4,7.8,4.77,3,1,1,2,2
Kerala,Wayanad,Hill Station,"Known for forests, wildlife, and waterfalls.",11.6854,76.132,October - May,"October,November,December,January,February,March,April,May",4.5,0.12,,"[{""name"": ""Edakkal Caves"", ""description"": ""Ancient petroglyphs.""}]",150127,63217,302698,227741,94900,262485,3,2,2,4.19,4.04,1,2,3,2,1
Kerala,Kovalam,Beach,One of the best beaches in South India.,8.4077,76.9789,November - February,"November,December,January,February",4.3,0.17,,"[{""name"": ""Lighthouse Beach"", ""description"": ""Golden sand beach.""}]",198930,281821,172682,251617,108464,150578,2,2,3,5.3,0.9,2,3,2,2,1
Kerala,Varkala,Beach,Beach town known for cliffs and natural springs.,8.7344,76.7041,November - March,"November,December,January,February,March",4.4,0.16,,"[{""name"": ""Varkala Cliff"", ""description"": ""Dramatic sea cliff beach.""}]",265234,261135,57424,100100,149779,179375,1,1,4,7.85,2.38,1,2,2,1,3
Kerala,Thrissur,Culture,"Cultural capital of Kerala, famous for Pooram festival.",10.5276,76.2144,October - March,"October,November,December,January,February,March",4.2,0.14,,"[{""name"": ""Vadakkunnathan Temple"", ""description"": ""UNESCO world heritage temple.""}]",129003,219756,157045,273954,63170,322215,3,3,2,5.87,4.46,3,2,1,3,3
Kerala,Kumarakom,Backwaters,"Famous for lakes, bird sanctuary, houseboats.",9.6164,76.4315,November - March,"November,December,January,February,March",4.5,0.12,,"[{""name"": ""Bird Sanctuary"", ""description"": ""Haven for migratory birds.""}]",233467,278378,150991,251408,110564,108947,2,2,3,2.32,4.75,1,1,2,3,3
Kerala,Bekal Fort,Heritage,Massive fort facing the Arabian Sea.,12.3964,75.0343,November - February,"November,December,January,February",4.5,0.11,,"[{""name"": ""Bekal Fort"", ""description"": ""Historic sea-facing fortress.""}]",89758,298848,89244,114972,313084,168258,3,2,4,8.08,2.6,2,4,2,1,3
Kerala,Palakkad,Nature,"Gateway to Kerala, known for Palakkad Fort and Silent Valley.",10.7867,76.6548,October - March,"October,November,December,January,February,March",4.3,0.14,,"[{""name"": ""Palakkad Fort"", ""description"": ""Historical fort built by Hyder Ali.""}]",104312,267914,112670,245322,283959,212048,3,2,4,5.89,3.26,1,4,3,2,2
Kerala,Kozhikode,Urban,"Historic port city, famous for beaches and biryani.",11.2588,75.7804,October - March,"October,November,December,January,February,March",4.4,0.15,,"[{""name"": ""Kappad Beach"", ""description"": ""Vasco da Gama landed here in 1498.""}]",118670,75632,92257,61906,134712,368771,1,1,2,3.84,1.25,2,1,2,3,1
Kerala,Trivandrum,Culture,"Capital city of Kerala, known for temples and museums.",8.5241,76.9366,October - February,"October,November,December,January,February",4.5,0.16,,"[{""name"": ""Padmanabhaswamy Temple"", ""description"": ""Richest temple in the world.""}]",297830,264382,168901,312665,235812,152120,3,1,2,2.47,4.96,2,4,1,1,3
Kerala,Poovar,Nature,Tropical village where river meets sea and lake.,8.3167,77.0833,November - February,"November,December,January,February",4.4,0.12,,"[{""name"": ""Poovar Island"", ""description"": ""Serene estuary and beach.""}]",132279,137347,314589,300735,118130,139387,1,1,2,7.06,1.54,1,2,3,3,2
Kerala,Nelliyampathy,Hill Station,Less crowded hill station with tea gardens and misty hills.,10.527,76.693,October - February,"October,November,December,January,February",4.6,0.1,,"[{""name"": ""Seetharkundu Viewpoint"", ""description"": ""Panoramic hill views.""}]",65434,127377,108973,327544,183673,212595,3,1,3,5.84,4.74,1,3,3,1,3
Kerala,Athirappilly,Waterfall,Known as the Niagara of India.,10.2859,76.569,September - January,"September,October,November,December,January",4.7,0.13,,"[{""name"": ""Athirappilly Falls"", ""description"": ""Largest waterfall in Kerala.""}]",245119,115254,263622,96770,220879,135865,2,1,2,5.23,3.42,0,1,1,2,3
Kerala,Marari,Beach,"Peaceful beach near Alleppey, known for Ayurveda resorts.",9.6046,76.295,November - February,"November,December,January,February",4.5,0.11,,"[{""name"": ""Marari Beach"", ""description"": ""Tranquil seaside village.""}]",228847,203197,316891,278658,211012,226051,3,3,4,7.76,3.23,3,3,3,3,1
Kerala,Pathanamthitta,Religious,Known for Sabarimala Temple and scenic countryside.,9.2648,76.787,November - January,"November,December,January",4.4,0.15,,"[{""name"": ""Sabarimala"", ""description"": ""Famous pilgrimage site dedicated to Lord Ayyappa.""}]",125769,146824,178438,332627,353522,303520,1,3,4,7.02,2.81,2,4,3,1,3
Kerala,Kannur,Culture,"Known for Theyyam rituals, beaches, and forts.",11.8745,75.3704,October - March,"October,November,December,January,February,March",4.3,0.12,,"[{""name"": ""St. Angelo Fort"", ""description"": ""Portuguese-built sea fort.""}]",295754,249659,222946,309954,179490,82262,1,1,2,2.56,1.54,0,3,1,3,1
