state_name,city_name,category,description,latitude,longitude,best_time_to_visit,popular_months,tourist_rating,risk_index,photos,top_attractions
Manipur,Bishnupur,Religious,Temple town famous for Vishnu Temple.,24.5995,93.774,October - March,"October,November,December,January,February,March",4.0,0.17,,"[{""name"": ""Vishnu Temple"", ""description"": ""Teracotta temple heritage.""}]"
Manipur,Ukhrul,Nature,Hill town and home of Shirui Lilly.,25.019,94.2483,May - June,"May,June",4.1,0.18,,"[{""name"": ""Shirui Kashong"", ""description"": ""Famous lily hills.""}]"
Manipur,Sendra Island,Nature,Island resort on Loktak Lake.,24.5738,93.836,October - March,"October,November,December,January,February,March",4.2,0.13,,"[{""name"": ""Sendra Resort"", ""description"": ""Lake view resort on the island.""}]"
Meghalaya,Shillong,Hill Station,"Capital city, Scotland of the East.",25.5788,91.8933,March - June,"March,April,May,June,September,October",4.6,0.13,,"[{""name"": ""Ward’s Lake"", ""description"": ""Ornamental lake and gardens.""}]"
Meghalaya,Cherrapunji,Nature,"One of the wettest places on Earth, root bridges.",25.2986,91.6937,October - May,"October,November,December,January,February,March,April,May",4.8,0.12,,"[{""name"": ""Living Root Bridges"", ""description"": ""Natural tree root bridges.""}]"
Meghalaya,Dawki,Nature,"Crystal-clear Umngot River, adventure boating.",25.2097,92.021,November - February,"November,December,January,February",4.4,0.14,,"[{""name"": ""Umngot River"", ""description"": ""Boat rides on transparent river.""}]"
Meghalaya,Mawlynnong,Village,Asia’s cleanest village.,25.1997,91.5822,September - May,"September,October,November,December,January,February,March,April,May",4.6,0.1,,"[{""name"": ""Sky View"", ""description"": ""Bamboo tower with sweeping views.""}]"
Meghalaya,Jowai,Nature,Town of scenic lakes and valleys.,25.449,92.29,October - May,"October,November,December,January,February,March,April,May",4.3,0.13,,"[{""name"": ""Krang Suri Falls"", ""description"": ""Famous waterfall near Jowai.""}]"
Meghalaya,Nongriat,Nature,Journey to double-decker living root bridge.,25.2736,91.7077,October - May,"October,November,December,January,February,March,April,May",4.7,0.1,,"[{""name"": ""Double Decker Root Bridge"", ""description"": ""Unique nature-made bridges.""}]"
Meghalaya,Tura,Wildlife,Gateway to evergreen forests and Nokrek National Park.,25.518,90.2205,October - May,"October,November,December,January,February,March,April,May",4.2,0.17,,"[{""name"": ""Nokrek NP"", ""description"": ""Biodiverse rainforest.""}]"
Meghalaya,Mawsynram,Nature,"Wettest place on Earth, cave explorations.",25.2986,91.5822,April - September,"April,May,June,July,August,September",4.5,0.09,,"[{""name"": ""Mawsmai Cave"", ""description"": ""Famous limestone caves.""}]"
Meghalaya,Laitlum Canyons,Nature,"Grand canyon of the East, trekking and sightseeing.",25.5449,91.9397,March - May,"March,April,May",4.8,0.11,,"[{""name"": ""Laitlum"", ""description"": ""Canyon with spectacular views.""}]"
Meghalaya,Balpakram National Park,Wildlife,"Mythical land called land of spirits, rich in flora and fauna.",25.2363,90.8292,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Balpakram NP"", ""description"": ""National park and wilderness.""}]"
Mizoram,Aizawl,Urban,Capital and largest city atop a ridge.,23.7271,92.7176,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Durtlang Hills"", ""description"": ""City viewpoint.""}]"
Mizoram,Lunglei,Hill Station,Second largest town with river views.,22.8815,92.7265,October - March,"October,November,December,January,February,March",4.2,0.1,,"[{""name"": ""Serkawn"", ""description"": ""Neighborhood and Baptist Church.""}]"
Mizoram,Champhai,Nature,Frontier town famous for vineyards and vistas.,23.4577,93.3284,October - March,"October,November,December,January,February,March",4.3,0.11,,"[{""name"": ""Champhai Vineyards"", ""description"": ""Hilltop vineyards and border views.""}]"
Mizoram,Reiek,Hill Station,Picnic and trekking spot with village huts.,23.7267,92.6208,November - February,"November,December,January,February",4.2,0.13,,"[{""name"": ""Reiek Peak"", ""description"": ""Panoramic viewpoint.""}]"
Mizoram,Phawngpui Peak,Nature,Highest peak in Mizoram also known as Blue Mountain.,22.6584,93.022,October - May,"October,November,December,January,February,March,April,May",4.6,0.09,,"[{""name"": ""Phawngpui National Park"", ""description"": ""Forest and trekking trails.""}]"
Mizoram,Serchhip,Urban,Known for Vantawng Falls and handloom industry.,23.3017,92.8469,November - February,"November,December,January,February",4.1,0.13,,"[{""name"": ""Vantawng Falls"", ""description"": ""Highest waterfall in Mizoram.""}]"
Mizoram,Tamdil Lake,Nature,"Largest natural lake in the state, boating spot.",23.7497,92.9266,October - March,"October,November,December,January,February,March",4.3,0.1,,"[{""name"": ""Tamdil Lake"", ""description"": ""Lake and picnic area.""}]"
Mizoram,Murlen National Park,Wildlife,Biodiverse forest near Champhai.,23.667,93.333,October - March,"October,November,December,January,February,March",4.0,0.1,,"[{""name"": ""Murlen Park"", ""description"": ""Thick bamboo groves and caves.""}]"
Mizoram,Dampa Tiger Reserve,Wildlife,Tiger reserve in the west of the state.,23.5647,92.3632,November - April,"November,December,January,February,March,April",4.5,0.09,,"[{""name"": ""Dampa Reserve"", ""description"": ""Wildlife sanctuary and forest.""}]"
Mizoram,Thenzawl,Town,Known for waterfalls and handloom center.,23.4356,92.8364,November - February,"November,December,January,February",4.0,0.13,,"[{""name"": ""Thenzawl Falls"", ""description"": ""Vantawng and Tuirihiau Falls.""}]"
Nagaland,Kohima,Urban,Capital city known for Hornbill Festival.,25.6701,94.1077,November - March,"November,December,January,February,March",4.3,0.13,,"[{""name"": ""War Cemetery"", ""description"": ""World War II memorial.""}]"
Nagaland,Dimapur,Urban,"Entry city, commercial hub and ruins.",25.9086,93.7314,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Kachari Ruins"", ""description"": ""Megalithic ancient ruins.""}]"
Nagaland,Mokokchung,Town,Cultural heartland of Ao Naga people.,26.3241,94.5282,October - March,"October,November,December,January,February,March",4.2,0.17,,"[{""name"": ""Longkhum Village"", ""description"": ""Ao tribal culture.""}]"
Nagaland,Mon,Tribal,Famous for Konyak Nagas and tattooed headhunters.,26.7401,95.0632,October - March,"October,November,December,January,February,March",4.4,0.16,,"[{""name"": ""Longwa Village"", ""description"": ""Unique border village.""}]"
Nagaland,Tuophema,Village,"Tourist village, model of Naga culture.",25.7533,94.273,November - March,"November,December,January,February,March",4.3,0.17,,"[{""name"": ""Tuophema Tourist Village"", ""description"": ""Traditional Naga huts and food.""}]"
Nagaland,Wokha,Nature,Popular for Doyang river and Lotha Nagas.,26.1011,94.262,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Doyang Lake"", ""description"": ""Scenic lake and birding.""}]"
Nagaland,Khonoma Village,Heritage,Asia's first green village.,25.7119,94.0011,October - March,"October,November,December,January,February,March",4.5,0.12,,"[{""name"": ""Khonoma"", ""description"": ""Eco-friendly village experience.""}]"
Nagaland,Dzukou Valley,Nature,Spectacular valley and trekking hotspot.,25.6771,93.7853,June - September,"June,July,August,September",4.8,0.11,,"[{""name"": ""Dzukou Valley"", ""description"": ""Alpine flowers and treks.""}]"
Nagaland,Longleng,Town,District HQ known for river valleys and forests.,26.4382,94.8098,October - March,"October,November,December,January,February,March",4.0,0.16,,"[{""name"": ""Yongam Village"", ""description"": ""Phom tribal homeland.""}]"
Nagaland,Phek,Nature,Home to Shilloi Lake and ethnic tribal settings.,25.672,94.466,October - March,"October,November,December,January,February,March",4.2,0.14,,"[{""name"": ""Shilloi Lake"", ""description"": ""Natural lake surrounded by hills.""}]"
Odisha,Bhubaneswar,Urban,"Temple city, capital of Odisha.",20.2961,85.8245,October - March,"October,November,December,January,February,March",4.3,0.16,,"[{""name"": ""Lingaraj Temple"", ""description"": ""Ancient Hindu temple.""}]"
Odisha,Puri,Religious,Holy city famous for Jagannath Temple and beaches.,19.8135,85.8312,October - February,"October,November,December,January,February",4.7,0.13,,"[{""name"": ""Jagannath Temple"", ""description"": ""Major Hindu pilgrimage site.""}]"
Odisha,Konark,Heritage,UNESCO World Heritage Sun Temple town.,19.8876,86.0946,November - February,"November,December,January,February",4.9,0.12,,"[{""name"": ""Konark Sun Temple"", ""description"": ""Stone chariot temple.""}]"
Odisha,Chilika Lake,Nature,Asia’s largest brackish lagoon and birding haven.,19.6786,85.5077,November - February,"November,December,January,February",4.6,0.11,,"[{""name"": ""Chilika Lake"", ""description"": ""Dolphins and migratory birds.""}]"
Odisha,Cuttack,Urban,Millennium city and business hub on Mahanadi river.,20.4625,85.8828,October - March,"October,November,December,January,February,March",4.0,0.16,,"[{""name"": ""Barabati Fort"", ""description"": ""Historic riverside fort.""}]"
Odisha,Raghurajpur,Crafts Village,Pattachitra art village.,19.9812,85.8343,November - February,"November,December,January,February",4.7,0.12,,"[{""name"": ""Raghurajpur Village"", ""description"": ""Heritage arts and crafts.""}]"
Odisha,Simlipal National Park,Wildlife,"Tiger reserve, forest and waterfalls.",21.7086,86.4031,November - April,"November,December,January,February,March,April",4.6,0.09,,"[{""name"": ""Simlipal Park"", ""description"": ""Tiger and elephant reserve.""}]"
Odisha,Daringbadi,Hill Station,"‘Kashmir of Odisha’, cool hill getaway.",19.8866,84.1412,October - March,"October,November,December,January,February,March",4.5,0.1,,"[{""name"": ""Daringbadi"", ""description"": ""Pine forests and coffee gardens.""}]"
Odisha,Berhampur,Urban,"South Odisha's largest city, close to Gopalpur beach.",19.3149,84.7941,October - March,"October,November,December,January,February,March",4.1,0.14,,"[{""name"": ""Gopalpur Beach"", ""description"": ""Palm-fringed beach.""}]"
Odisha,Udayagiri,Heritage,Historic site with ancient caves and Buddhist ruins.,20.1263,85.7087,November - February,"November,December,January,February",4.2,0.12,,"[{""name"": ""Udayagiri Caves"", ""description"": ""Rock-cut caves and monastery ruins.""}]"
Punjab,Amritsar,Religious,"Holy city, famous for the Golden Temple.",31.634,74.8723,October - March,"October,November,December,January,February,March",4.9,0.11,,"[{""name"": ""Golden Temple"", ""description"": ""Sacred Sikh pilgrimage.""}]"
Punjab,Chandigarh,Urban,"Planned city and joint capital, famous for gardens and architecture.",30.7333,76.7794,October - March,"October,November,December,January,February,March",4.2,0.13,,"[{""name"": ""Rock Garden"", ""description"": ""Sculpture garden with recycled art.""}]"
Punjab,Ludhiana,Urban,"Largest city, center for hosiery and industry.",30.9,75.8573,October - March,"October,November,December,January,February,March",4.0,0.18,,"[{""name"": ""Punjab Agricultural University Museum"", ""description"": ""Displays of Punjab rural life.""}]"
Punjab,Jalandhar,Urban,"Prominent city, historic temples and sports manufacturing.",31.326,75.5762,October - March,"October,November,December,January,February,March",4.1,0.16,,"[{""name"": ""Devi Talab Mandir"", ""description"": ""Iconic old temple.""}]"
Punjab,Anandpur Sahib,Religious,"Sikh pilgrimage site, birthplace of Khalsa.",31.2391,76.5011,October - March,"October,November,December,January,February,March",4.6,0.11,,"[{""name"": ""Takht Sri Kesgarh Sahib"", ""description"": ""Famous Sikh gurdwara.""}]"
Punjab,Patiala,Heritage,"Known for palaces, gardens and cultural heritage.",30.3398,76.3869,October - March,"October,November,December,January,February,March",4.3,0.13,,"[{""name"": ""Qila Mubarak"", ""description"": ""Historic fort and palace.""}]"
Punjab,Kapurthala,Urban,Royal heritage city with striking French and Indo-Saracenic architecture.,31.3801,75.381,October - March,"October,November,December,January,February,March",4.1,0.15,,"[{""name"": ""Jagatjit Palace"", ""description"": ""Splendid architectural landmark.""}]"
Punjab,Wagah Border,Historical,Famous for India-Pakistan border ceremony.,31.6102,74.575,October - March,"October,November,December,January,February,March",4.7,0.14,,"[{""name"": ""Wagah"", ""description"": ""Ceremonial border closing.""}]"
Punjab,Tarn Taran Sahib,Religious,Famous Sikh holy town.,31.4514,74.9253,October - March,"October,November,December,January,February,March",4.4,0.14,,"[{""name"": ""Tarn Taran Sahib Gurudwara"", ""description"": ""Historic Sikh shrine.""}]"
Punjab,Bathinda,Urban,Historic city with massive fort.,30.214,74.9455,October - March,"October,November,December,January,February,March",3.9,0.2,,"[{""name"": ""Qila Mubarak"", ""description"": ""Landmark fort in Punjab.""}]"
Rajasthan,Jaipur,Heritage,"Pink City, capital of Rajasthan.",26.9124,75.7873,October - March,"October,November,December,January,February,March",4.9,0.15,,"[{""name"": ""Amber Fort"", ""description"": ""Hilltop palace and fort.""}]"
Rajasthan,Udaipur,Heritage,"Lake city, famous for palaces and havelis.",24.5854,73.7125,October - March,"October,November,December,January,February,March",4.8,0.14,,"[{""name"": ""City Palace"", ""description"": ""Majestic lakeside palace.""}]"
Rajasthan,Jaisalmer,Heritage,"Golden city, famous for fort and sand dunes.",26.9157,70.9083,October - February,"October,November,December,January,February",4.7,0.16,,"[{""name"": ""Jaisalmer Fort"", ""description"": ""Living fort and havelis.""}]"
Rajasthan,Jodhpur,Heritage,"Blue City, home to Mehrangarh Fort.",26.2389,73.0243,October - March,"October,November,December,January,February,March",4.7,0.15,,"[{""name"": ""Mehrangarh Fort"", ""description"": ""Massive fortress on a hill.""}]"
Rajasthan,Mount Abu,Hill Station,Rajasthan’s only hill station with cool weather and lakes.,24.5925,72.7156,September - June,"September,October,November,December,January,February,March,April,May,June",4.2,0.18,,"[{""name"": ""Dilwara Temples"", ""description"": ""Marble Jain temple complex.""}]"
Rajasthan,Bikaner,Heritage,City famous for forts and camel festival.,28.0229,73.3119,October - March,"October,November,December,January,February,March",4.3,0.16,,"[{""name"": ""Junagarh Fort"", ""description"": ""Large fort and palace.""}]"
Rajasthan,Ajmer,Religious,"Pilgrimage city, home to Ajmer Sharif dargah.",26.4499,74.6399,October - March,"October,November,December,January,February,March",4.6,0.12,,"[{""name"": ""Ajmer Sharif"", ""description"": ""World-renowned Sufi shrine.""}]"
Rajasthan,Pushkar,Religious,Renowned holy city with Brahma temple and lake.,26.489,74.5517,October - March,"October,November,December,January,February,March",4.5,0.13,,"[{""name"": ""Pushkar Lake"", ""description"": ""Serene waterbody surrounded by ghats.""}]"
Rajasthan,Chittorgarh,Heritage,Largest fort complex in India.,24.8894,74.6269,October - March,"October,November,December,January,February,March",4.4,0.13,,"[{""name"": ""Chittorgarh Fort"", ""description"": ""Massive citadel and palaces.""}]"
Rajasthan,Ranthambore,Wildlife,National park and tiger reserve.,26.0173,76.5026,October - June,"October,November,December,January,February,March,April,May,June",4.8,0.15,,"[{""name"": ""Ranthambore NP"", ""description"": ""Wildlife and tiger spotting.""}]"
Sikkim,Gangtok,Hill Station,"Capital city, base for eastern Himalayas trekking.",27.3389,88.6065,March - June,"March,April,May,June",4.7,0.15,,"[{""name"": ""MG Marg"", ""description"": ""Main street of Gangtok.""}]"
Sikkim,Pelling,Hill Station,"Panoramic Himalayan views, historic monasteries.",27.1817,88.2773,March - June,"March,April,May,June",4.6,0.14,,"[{""name"": ""Pemayangtse Monastery"", ""description"": ""Ancient Buddhist monastery.""}]"
Sikkim,Lachung,Mountain Village,Gateway to Yumthang Valley and snow points.,27.6942,88.7437,March - May,"March,April,May",4.5,0.13,,"[{""name"": ""Lachung Monastery"", ""description"": ""Old Tibetan Buddhist monastery.""}]"
Sikkim,Yumthang Valley,Nature,Valley of flowers & hot springs.,27.8006,88.7406,April - June,"April,May,June",4.8,0.11,,"[{""name"": ""Yumthang Valley"", ""description"": ""Springtime flower fields.""}]"
Sikkim,Nathula Pass,Mountain Pass,Historic Silk Route pass on Indo-China border.,27.3826,88.8315,May - October,"May,June,July,August,September,October",4.5,0.2,,"[{""name"": ""Nathula"", ""description"": ""Snow-clad border point.""}]"
Sikkim,Tsomgo Lake,Nature,Scenic glacial lake surrounded by mountains.,27.3756,88.7491,April - June,"April,May,June",4.6,0.13,,"[{""name"": ""Tsomgo Lake"", ""description"": ""Pristine glacial lake.""}]"
Sikkim,Ravangla,Hill Station,Serene hamlet with monastery and mountain views.,27.3089,88.3704,March - June,"March,April,May,June",4.3,0.11,,"[{""name"": ""Buddha Park"", ""description"": ""Gigantic Buddha statue park.""}]"
Sikkim,Namchi,Town,Religious and cultural site in South Sikkim.,27.1757,88.3689,March - June,"March,April,May,June",4.2,0.13,,"[{""name"": ""Char Dham"", ""description"": ""Statues of Shiva and pilgrimage replicas.""}]"
Sikkim,Zuluk,Village,Scenic village on the historic Silk Route.,27.2832,88.7915,April - June,"April,May,June",4.5,0.14,,"[{""name"": ""Zuluk Loops"", ""description"": ""Winding mountain roads.""}]"
Sikkim,Lachen,Village,"Northern Sikkim village, base for Gurudongmar Lake trips.",27.7066,88.5567,May - June,"May,June",4.6,0.13,,"[{""name"": ""Gurudongmar Lake"", ""description"": ""Sacred high-altitude lake.""}]"
Tamil Nadu,Chennai,Urban,"Capital of Tamil Nadu, known for temples and Marina beach.",13.0827,80.2707,November - February,"November,December,January,February",4.4,0.18,,"[{""name"": ""Marina Beach"", ""description"": ""One of the longest urban beaches.""}]"
Tamil Nadu,Madurai,Religious,City famous for Meenakshi Amman temple.,9.9252,78.1198,October - March,"October,November,December,January,February,March",4.7,0.14,,"[{""name"": ""Meenakshi Temple"", ""description"": ""Historic Hindu temple.""}]"
Tamil Nadu,Ooty,Hill Station,Popular hill station with botanical gardens.,11.4115,76.695,April - June,"April,May,June",4.6,0.13,,"[{""name"": ""Botanical Gardens"", ""description"": ""Lush gardens with diverse flora.""}]"
Tamil Nadu,Kodaikanal,Hill Station,Hill station famous for lakes and waterfalls.,10.2381,77.489,April - June,"April,May,June",4.5,0.15,,"[{""name"": ""Kodaikanal Lake"", ""description"": ""Man-made lake popular for boating.""}]"
Tamil Nadu,Rameswaram,Religious,Important Hindu pilgrimage town.,9.2867,79.312,October - February,"October,November,December,January,February",4.6,0.12,,"[{""name"": ""Ramanathaswamy Temple"", ""description"": ""One of the Char Dhams.""}]"
Tamil Nadu,Kanchipuram,Religious,City known for temples and silk sarees.,12.8342,79.7036,October - February,"October,November,December,January,February",4.3,0.15,,"[{""name"": ""Kamakshi Amman Temple"", ""description"": ""Historic Hindu temple.""}]"
Telangana,Hyderabad,Urban,Capital city known for heritage sites and IT industry.,17.385,78.4867,October - February,"October,November,December,January,February",4.6,0.18,,"[{""name"": ""Charminar"", ""description"": ""Iconic monument of Hyderabad.""}]"
Sikkim,Gangtok,Hill Station,"Capital city, base for eastern Himalayas trekking.",27.3389,88.6065,March - June,"March,April,May,June",4.7,0.15,,"[{""name"": ""MG Marg"", ""description"": ""Main street of Gangtok.""}]"
Sikkim,Pelling,Hill Station,"Panoramic Himalayan views, historic monasteries.",27.1817,88.2773,March - June,"March,April,May,June",4.6,0.14,,"[{""name"": ""Pemayangtse Monastery"", ""description"": ""Ancient Buddhist monastery.""}]"
Sikkim,Lachung,Mountain Village,Gateway to Yumthang Valley and snow points.,27.6942,88.7437,March - May,"March,April,May",4.5,0.13,,"[{""name"": ""Lachung Monastery"", ""description"": ""Old Tibetan Buddhist monastery.""}]"
Sikkim,Yumthang Valley,Nature,Valley of flowers & hot springs.,27.8006,88.7406,April - June,"April,May,June",4.8,0.11,,"[{""name"": ""Yumthang Valley"", ""description"": ""Springtime flower fields.""}]"
Sikkim,Nathula Pass,Mountain Pass,Historic Silk Route pass on Indo-China border.,27.3826,88.8315,May - October,"May,June,July,August,September,October",4.5,0.2,,"[{""name"": ""Nathula"", ""description"": ""Snow-clad border point.""}]"
Sikkim,Tsomgo Lake,Nature,Scenic glacial lake surrounded by mountains.,27.3756,88.7491,April - June,"April,May,June",4.6,0.13,,"[{""name"": ""Tsomgo Lake"", ""description"": ""Pristine glacial lake.""}]"
Sikkim,Ravangla,Hill Station,Serene hamlet with monastery and mountain views.,27.3089,88.3704,March - June,"March,April,May,June",4.3,0.11,,"[{""name"": ""Buddha Park"", ""description"": ""Gigantic Buddha statue park.""}]"
Sikkim,Namchi,Town,Religious and cultural site in South Sikkim.,27.1757,88.3689,March - June,"March,April,May,June",4.2,0.13,,"[{""name"": ""Char Dham"", ""description"": ""Statues of Shiva and pilgrimage replicas.""}]"
Sikkim,Zuluk,Village,Scenic village on the historic Silk Route.,27.2832,88.7915,April - June,"April,May,June",4.5,0.14,,"[{""name"": ""Zuluk Loops"", ""description"": ""Winding mountain roads.""}]"
Sikkim,Lachen,Village,"Northern Sikkim village, base for Gurudongmar Lake trips.",27.7066,88.5567,May - June,"May,June",4.6,0.13,,"[{""name"": ""Gurudongmar Lake"", ""description"": ""Sacred high-altitude lake.""}]"
Tamil Nadu,Chennai,Urban,"Capital of Tamil Nadu, known for temples and Marina beach.",13.0827,80.2707,November - February,"November,December,January,February",4.4,0.18,,"[{""name"": ""Marina Beach"", ""description"": ""One of the longest urban beaches.""}]"
Tamil Nadu,Madurai,Religious,City famous for Meenakshi Amman temple.,9.9252,78.1198,October - March,"October,November,December,January,February,March",4.7,0.14,,"[{""name"": ""Meenakshi Temple"", ""description"": ""Historic Hindu temple.""}]"
Tamil Nadu,Ooty,Hill Station,Popular hill station with botanical gardens.,11.4115,76.695,April - June,"April,May,June",4.6,0.13,,"[{""name"": ""Botanical Gardens"", ""description"": ""Lush gardens with diverse flora.""}]"
Tamil Nadu,Kodaikanal,Hill Station,Hill station famous for lakes and waterfalls.,10.2381,77.489,April - June,"April,May,June",4.5,0.15,,"[{""name"": ""Kodaikanal Lake"", ""description"": ""Man-made lake popular for boating.""}]"
Tamil Nadu,Rameswaram,Religious,Important Hindu pilgrimage town.,9.2867,79.312,October - February,"October,November,December,January,February",4.6,0.12,,"[{""name"": ""Ramanathaswamy Temple"", ""description"": ""One of the Char Dhams.""}]"
Tamil Nadu,Kanchipuram,Religious,City known for temples and silk sarees.,12.8342,79.7036,October - February,"October,November,December,January,February",4.3,0.15,,"[{""name"": ""Kamakshi Amman Temple"", ""description"": ""Historic Hindu temple.""}]"
Telangana,Hyderabad,Urban,Capital city known for heritage sites and IT industry.,17.385,78.4867,October - February,"October,November,December,January,February",4.6,0.18,,"[{""name"": ""Charminar"", ""description"": ""Iconic monument of Hyderabad.""}]"
Telangana,Warangal,Heritage,Known for historic forts and temples.,17.9689,79.6014,October - February,"October,November,December,January,February",4.3,0.14,,"[{""name"": ""Warangal Fort"", ""description"": ""Historical fort ruins.""}]"
Telangana,Nizamabad,Urban,Known for bazaars and temples.,18.6726,78.0941,October - February,"October,November,December,January,February",4.0,0.16,,"[{""name"": ""Nizamabad Fort"", ""description"": ""Ancient fort with museum.""}]"
Telangana,Adilabad,Nature,Known for waterfalls and forests.,19.6667,78.5333,October - March,"October,November,December,January,February,March",4.2,0.15,,"[{""name"": ""Kuntala Waterfalls"", ""description"": ""Highest waterfall in Telangana.""}]"
Telangana,Khammam,Urban,Historical town with rich culture.,17.2473,80.1514,October - February,"October,November,December,January,February",4.0,0.17,,"[{""name"": ""Khammam Fort"", ""description"": ""Historic fort and park.""}]"
Telangana,Medak,Historical,Known for Medak Cathedral and forts.,17.8697,78.2696,October - February,"October,November,December,January,February",4.1,0.14,,"[{""name"": ""Medak Cathedral"", ""description"": ""One of the largest churches in Asia.""}]"
Telangana,Karimnagar,Urban,Known for archaeological sites and temples.,18.4386,79.1288,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Elgandal Fort"", ""description"": ""Historical fort.""}]"
Telangana,Bhongir,Historical,Famous for Bhongir Fort on a monolithic rock.,17.5129,78.8886,October - February,"October,November,December,January,February",4.2,0.14,,"[{""name"": ""Bhongir Fort"", ""description"": ""Fort atop a hill.""}]"
Telangana,Ananthagiri Hills,Nature,Scenic hill and forest area near Vikarabad.,17.3863,77.8419,October - March,"October,November,December,January,February,March",4.3,0.13,,"[{""name"": ""Ananthagiri Forest"", ""description"": ""Hiking and nature walks.""}]"
Telangana,Nagarjuna Sagar,Nature,Famous dam and reservoir on Krishna River.,16.5513,79.2883,October - February,"October,November,December,January,February",4.1,0.12,,"[{""name"": ""Nagarjuna Sagar Dam"", ""description"": ""One of the largest dams in India.""}]"
Tripura,Agartala,Urban,Capital city known for temples and palaces.,23.8315,91.2868,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Ujjayanta Palace"", ""description"": ""Royal palace turned museum.""}]"
Tripura,Udaipur,Heritage,Known for lakes and historical sites.,23.5517,91.4914,October - February,"October,November,December,January,February",4.2,0.13,,"[{""name"": ""Lake Rudrasagar"", ""description"": ""Scenic triple-lake system.""}]"
Tripura,Neermahal,Heritage,Water palace on a lake.,23.5932,91.7078,October - February,"October,November,December,January,February",4.1,0.14,,"[{""name"": ""Neermahal Palace"", ""description"": ""Lake palace in Udaipur.""}]"
Tripura,Unakoti,Heritage,Ancient rock carvings and pilgrimage site.,24.1264,91.631,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Unakoti"", ""description"": ""Rock-cut stone carvings.""}]"
Tripura,Jampui Hills,Hill Station,Hill range with scenic views.,24.3832,91.4531,October - March,"October,November,December,January,February,March",4.3,0.12,,"[{""name"": ""Jampui Hills"", ""description"": ""Tea gardens and scenic landscapes.""}]"
Tripura,Sepahijala Wildlife Sanctuary,Wildlife,Sanctuary with diverse flora and fauna.,23.5075,91.2488,October - February,"October,November,December,January,February",4.6,0.1,,"[{""name"": ""Sepahijala Sanctuary"", ""description"": ""Wildlife reserve with tropical animals.""}]"
Tripura,Chabimura,Heritage,Rock carvings on cliffside.,23.3724,91.7572,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Chabimura"", ""description"": ""Ancient rock sculptures.""}]"
Tripura,Dumboor Lake,Nature,Largest lake in Tripura.,23.5656,91.5246,October - February,"October,November,December,January,February",4.4,0.13,,"[{""name"": ""Dumboor Lake"", ""description"": ""Fishing and boating.""}]"
Tripura,Trishna Wildlife Sanctuary,Wildlife,Known for elephant and deer population.,23.65,91.5994,October - February,"October,November,December,January,February",4.5,0.12,,"[{""name"": ""Trishna Sanctuary"", ""description"": ""Elephants and birds.""}]"
Tripura,Melaghar,Urban,Small town known for natural beauty and temples.,23.3211,91.4585,October - February,"October,November,December,January,February",3.9,0.16,,"[{""name"": ""Melaghar"", ""description"": ""Local temples and tradition.""}]"
Tripura,Agartala,Urban,Capital city known for temples and palaces.,23.8315,91.2868,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Ujjayanta Palace"", ""description"": ""Royal palace turned museum.""}]"
Tripura,Udaipur,Heritage,Known for lakes and historical sites.,23.5517,91.4914,October - February,"October,November,December,January,February",4.2,0.13,,"[{""name"": ""Lake Rudrasagar"", ""description"": ""Scenic triple-lake system.""}]"
Tripura,Neermahal,Heritage,Water palace on a lake.,23.5932,91.7078,October - February,"October,November,December,January,February",4.1,0.14,,"[{""name"": ""Neermahal Palace"", ""description"": ""Lake palace in Udaipur.""}]"
Tripura,Unakoti,Heritage,Ancient rock carvings and pilgrimage site.,24.1264,91.631,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Unakoti"", ""description"": ""Rock-cut stone carvings.""}]"
Tripura,Jampui Hills,Hill Station,Hill range with scenic views.,24.3832,91.4531,October - March,"October,November,December,January,February,March",4.3,0.12,,"[{""name"": ""Jampui Hills"", ""description"": ""Tea gardens and scenic landscapes.""}]"
Tripura,Sepahijala Wildlife Sanctuary,Wildlife,Sanctuary with diverse flora and fauna.,23.5075,91.2488,October - February,"October,November,December,January,February",4.6,0.1,,"[{""name"": ""Sepahijala Sanctuary"", ""description"": ""Wildlife reserve with tropical animals.""}]"
Tripura,Chabimura,Heritage,Rock carvings on cliffside.,23.3724,91.7572,October - February,"October,November,December,January,February",4.0,0.15,,"[{""name"": ""Chabimura"", ""description"": ""Ancient rock sculptures.""}]"
Tripura,Dumboor Lake,Nature,Largest lake in Tripura.,23.5656,91.5246,October - February,"October,November,December,January,February",4.4,0.13,,"[{""name"": ""Dumboor Lake"", ""description"": ""Fishing and boating.""}]"
Tripura,Trishna Wildlife Sanctuary,Wildlife,Known for elephant and deer population.,23.65,91.5994,October - February,"October,November,December,January,February",4.5,0.12,,"[{""name"": ""Trishna Sanctuary"", ""description"": ""Elephants and birds.""}]"
